DELIVERY_DATE,HOUR_ENDING,ACTUAL_SYSTEM_WIDE,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,DSTFlag
4/8/2022,6,0.1,0,0,0,N
4/8/2022,7,0.09,0,0,0,N
4/8/2022,8,317.5,321.3,352.8,280.1,N
4/8/2022,9,4493.76,3529.9,3367.8,2987.6,N
4/8/2022,10,8431.65,7641.1,7899.4,7313.2,N
4/8/2022,11,8889.38,8863.9,8905.8,8071.8,N
4/8/2022,12,8963.84,8994.8,8958.3,8133.4,N
4/8/2022,13,8972.05,8890.2,8874.8,8153.8,N
4/8/2022,14,8879.08,9019.2,8878.4,8254.8,N
4/8/2022,15,8986.24,8979.9,8817.8,8191.1,N
4/8/2022,16,8969.03,8958.7,8916.2,8245.1,N
4/8/2022,17,8916.87,8880.4,8882.8,8158.3,N
4/8/2022,18,8700.49,8747.8,8682.7,7902.3,N
4/8/2022,19,6826.74,6442.3,6520.2,5986.6,N
4/8/2022,20,1837.36,1240.4,1376.1,1160.2,N
4/8/2022,21,13.19,25.5,46.8,38.9,N
4/8/2022,22,0.05,0,0,0,N
4/8/2022,23,0.12,0,0,0,N
4/9/2022,0,0.18,0,0,0,N
4/9/2022,1,0.18,0,0,0,N
4/9/2022,2,0.1,0,0,0,N
4/9/2022,3,0.1,0,0,0,N
4/9/2022,4,0.1,0,0,0,N
4/9/2022,5,0.1,0,0,0,N
4/9/2022,6,0.1,0,0,0,N
4/9/2022,7,0.1,0,0,0,N
4/9/2022,8,375.14,324.3,383.9,304.9,N
4/9/2022,9,3282.39,3549.3,3720.3,3366.1,N
4/9/2022,10,5421.04,7630.6,8026.2,7518.5,N
4/9/2022,11,4867.75,8757.8,8747.9,7930.9,N
4/9/2022,12,4510.41,8891.7,8729,7929.2,N
4/9/2022,13,4192.55,8889.8,8615.4,7925.3,N
4/9/2022,14,4181.97,8779.9,8609.7,8002.5,N
4/9/2022,15,4288.92,8715.7,8573.2,7950.4,N
4/9/2022,16,4086.98,8665.4,8549,7856.4,N
4/9/2022,17,3913.14,8595,8468.4,7707,N
4/9/2022,18,3891.87,8279.7,8060.9,7238.8,N
4/9/2022,19,3140.19,6035.8,5924.9,5345.8,N
4/9/2022,20,1236.6,809.9,1155.7,961.2,N
4/9/2022,21,12.87,22.9,37.4,30.4,N
4/9/2022,22,0.17,0,0,0,N
4/9/2022,23,0.17,0,0,0,N
4/10/2022,0,0.26,0,0,0,N
4/10/2022,1,0.14,0,0,0,N
4/10/2022,2,0.14,0,0,0,N
4/10/2022,3,0.14,0,0,0,N
4/10/2022,4,0.17,0,0,0,N
4/10/2022,5,0.2,0,0,0,N
4/10/2022,6,0.2,0,0,0,N
4/10/2022,7,0.2,0,0,0,N
4/10/2022,8,174.55,285.8,343.9,271.2,N
4/10/2022,9,2297.3,2981.4,3157.2,2730,N
4/10/2022,10,4119.53,6424.3,6552.7,5503,N
4/10/2022,11,5254.75,7495.9,7295.6,5846.2,N
4/10/2022,12,6512.99,7745,7285.1,5829.7,N
4/10/2022,13,6176.51,7726.7,7135.7,5870.9,N
4/10/2022,14,6064.56,7301.5,6697.7,5645.8,N
4/10/2022,15,6300.67,7294.7,6304.2,5219.7,N
4/10/2022,16,6226.37,6613.8,6214.4,5010.7,N
4/10/2022,17,6083.3,5980.2,5870.1,4576.2,N
4/10/2022,18,5303.02,5472.4,5646.8,4353.9,N
4/10/2022,19,4512.13,3944.8,3954.6,2848.3,N
4/10/2022,20,1682.69,905.2,1044.8,860.8,N
4/10/2022,21,60.69,17.1,53.4,46,N
4/10/2022,22,0.1,0,0,0,N
4/10/2022,23,0.1,0,0,0,N
4/11/2022,0,0.13,0,0,0,N
4/11/2022,1,0.29,0,0,0,N
4/11/2022,2,0.29,0,0,0,N
4/11/2022,3,0.29,0,0,0,N
4/11/2022,4,0.29,0,0,0,N
4/11/2022,5,0.29,0,0,0,N
4/11/2022,6,0.29,0,0,0,N
4/11/2022,7,0.29,0,0,0,N
4/11/2022,8,242.64,124.9,256.9,189.9,N
4/11/2022,9,3694.99,2641.5,2706.9,2318.9,N
4/11/2022,10,6813.32,6083.7,6439,5643.5,N
4/11/2022,11,7599.7,7618.4,7827,6535.7,N
4/11/2022,12,7832.59,8015.1,8062.9,6826.2,N
4/11/2022,13,8114.96,8326.9,8067.4,6956.9,N
4/11/2022,14,8120.61,8436.1,8232.9,7280.2,N
4/11/2022,15,8048.59,8334.6,8115,7114.7,N
4/11/2022,16,8012.86,8128.8,7948.3,6945.8,N
4/11/2022,17,7785.63,7881.4,7827.4,6885.6,N
4/11/2022,18,7764.69,7577.6,7643.7,6655.9,N
4/11/2022,19,6112.04,5795.2,5892.8,5271.4,N
4/11/2022,20,1928.27,1271.1,1386.3,1187.9,N
4/11/2022,21,19.83,28.9,58.1,50.1,N
4/11/2022,22,0.13,0,0,0,N
4/11/2022,23,0.13,0,0,0,N
4/12/2022,0,0.03,0,0,0,N
4/12/2022,1,0.14,0,0,0,N
4/12/2022,2,0.13,0,0,0,N
4/12/2022,3,0.14,0,0,0,N
4/12/2022,4,0.13,0,0,0,N
4/12/2022,5,0.14,0,0,0,N
4/12/2022,6,0.14,0,0,0,N
4/12/2022,7,0.14,0,0,0,N
4/12/2022,8,106.7,156,207.1,161.4,N
4/12/2022,9,1676.56,2010.3,1882.1,1532.7,N
4/12/2022,10,2306.48,5062,5007.6,4255.1,N
4/12/2022,11,2472.37,6783,7122,5889.3,N
4/12/2022,12,3332.36,7446,7232.9,6124.9,N
4/12/2022,13,3752.07,7734.4,7360.5,6406.1,N
4/12/2022,14,3848.19,7853.9,7747.2,6782.8,N
4/12/2022,15,3297.26,7796.9,7594.8,6662.1,N
4/12/2022,16,3126.35,7557.5,7453.3,6453,N
4/12/2022,17,2538.61,7292.6,7415.7,6430.8,N
4/12/2022,18,1840.35,7180.8,7357,6429.1,N
4/12/2022,19,1409.17,5551.7,5410.3,4692.7,N
4/12/2022,20,610.66,1187.2,1199.1,983.3,N
4/12/2022,21,14.35,29.8,52.3,43.4,N
4/12/2022,22,0.01,0,0,0,N
4/12/2022,23,0.02,0,0,0,N
4/13/2022,0,0.1,0,0,0,N
4/13/2022,1,0.04,0,0,0,N
4/13/2022,2,0.05,0,0,0,N
4/13/2022,3,0.05,0,0,0,N
4/13/2022,4,0.06,0,0,0,N
4/13/2022,5,0.06,0,0,0,N
4/13/2022,6,0.07,0,0,0,N
4/13/2022,7,0.08,0,0,0,N
4/13/2022,8,171.78,223.9,288.3,219.5,N
4/13/2022,9,2325.12,2778.9,2745.3,2390.4,N
4/13/2022,10,4148.44,6323.4,6153.9,5413.8,N
4/13/2022,11,7045.36,7827.9,7420.4,6310.4,N
4/13/2022,12,7049.68,8125.6,7557.8,6535.8,N
4/13/2022,13,6328.43,8140.5,7659.4,6742.8,N
4/13/2022,14,5484.57,8084.6,7981.5,7194.1,N
4/13/2022,15,4771.33,8116.3,8121,7392.2,N
4/13/2022,16,5141.46,8198.6,8333.2,7523.1,N
4/13/2022,17,5674.21,8351,8522.2,7631.4,N
4/13/2022,18,6231.48,8391.9,8455.4,7617.2,N
4/13/2022,19,6428.93,6573.7,6612.6,5985.6,N
4/13/2022,20,2075.48,1410,1472.1,1240.9,N
4/13/2022,21,23.93,32.9,64.1,54.3,N
4/13/2022,22,0.1,0,0,0,N
4/13/2022,23,0.1,0,0,0,N
4/14/2022,0,0.1,0,0,0,N
4/14/2022,1,0.1,0,0,0,N
4/14/2022,2,0.1,0,0,0,N
4/14/2022,3,0.1,0,0,0,N
4/14/2022,4,0.1,0,0,0,N
4/14/2022,5,0.1,0,0,0,N
4/14/2022,6,0.1,0,0,0,N
4/14/2022,7,0.17,0,0,0,N
4/14/2022,8,568.73,447.2,594,496.3,N
4/14/2022,9,4973.83,3921.5,4186.4,3779.9,N
4/14/2022,10,7595.81,7638.9,7889.7,7153.2,N
4/14/2022,11,7518.06,8610.3,8725.7,7775.2,N
4/14/2022,12,8052.86,8813.5,8666.4,7732.7,N
4/14/2022,13,8618.37,8799.1,8638.8,7778.1,N
4/14/2022,14,8707.32,8658.3,8650.5,7932.9,N
4/14/2022,15,8324.93,8430,8485.9,7715.6,N
4/14/2022,16,7255.08,8480.3,8576.9,7766.4,N
4/14/2022,17,5862.38,8714.9,8594.1,7699.1,N
4/14/2022,18,4584.61,8511.8,8207.2,7342.6,N
4/14/2022,19,3012.09,6307.1,6168.8,5558.2,N
4/14/2022,20,1000.63,1334.4,1394,1169.7,N
4/14/2022,21,23.43,27.4,73.5,63,N
4/14/2022,22,0.2,0,0,0,N
4/14/2022,23,0.1,0,0,0,N
4/15/2022,0,0.1,0,0,0,N
4/15/2022,1,0.1,0,0,0,N
4/15/2022,2,0.1,0,0,0,N
4/15/2022,3,0.1,0,0,0,N
4/15/2022,4,0.1,0,0,0,N
4/15/2022,5,0.1,0,0,0,N
4/15/2022,6,0.1,0,0,0,N
4/15/2022,7,0.11,0,0,0,N
4/15/2022,8,216.3,308,434,365.6,N
4/15/2022,9,1484.97,2640.1,2980.7,2442.3,N
4/15/2022,10,1933.54,5776.5,6245.7,5154.7,N
4/15/2022,11,2533.9,7131.4,7131.2,6089.4,N
4/15/2022,12,4187.78,7552.2,7225,6172.6,N
4/15/2022,13,5820.11,7714,7357.4,6404.9,N
4/15/2022,14,7326.49,7596.9,7538.6,6628.1,N
4/15/2022,15,6883.13,7536.7,7429.4,6531.4,N
4/15/2022,16,6550.43,7411.3,7169.2,6172.9,N
4/15/2022,17,6588.64,7129.9,6578.7,5359.9,N
4/15/2022,18,6297.94,6549.7,6294.3,4954.4,N
4/15/2022,19,4558.27,4689.6,4785.5,3682.5,N
4/15/2022,20,1106.74,998.4,1069.4,840,N
4/15/2022,21,11.35,32.8,45.2,36.6,N
4/15/2022,22,0.1,0,0,0,N
4/15/2022,23,0.1,0,0,0,N
4/16/2022,0,0.1,0,0,0,N
4/16/2022,1,0.1,0,0,0,N
4/16/2022,2,0.1,0,0,0,N
4/16/2022,3,0.1,0,0,0,N
4/16/2022,4,0.1,0,0,0,N
4/16/2022,5,0.1,0,0,0,N
4/16/2022,6,0.1,0,0,0,N
4/16/2022,7,0.1,0,0,0,N
4/16/2022,8,233.51,233.8,384,316.4,N
4/16/2022,9,2736.17,2245.3,2295.1,1868.3,N
4/16/2022,10,3748.94,5012.5,4982.6,3959.5,N
4/16/2022,11,3527.16,6595.9,6703.7,5232.6,N
4/16/2022,12,4590.01,7051.4,6894.1,5450.5,N
4/16/2022,13,6411.09,7492.6,7017.2,5755.8,N
4/16/2022,14,6983.17,7410.5,7208,5977.8,N
4/16/2022,15,6984.53,7311.9,7091.8,5931.1,N
4/16/2022,16,6858.91,7060.5,6785.6,5596.7,N
4/16/2022,17,6353.53,6437.7,6308.1,4977.7,N
4/16/2022,18,5015.24,5476.7,5616,4155.9,N
4/16/2022,19,3778.89,3906,3612.8,2544.9,N
4/16/2022,20,869.26,867.2,836.7,659.5,N
4/16/2022,21,24.6,30.1,39.5,31.4,N
4/16/2022,22,0.1,0,0,0,N
4/16/2022,23,0.1,0,0,0,N
4/17/2022,0,0.1,0,0,0,N
4/17/2022,1,0.1,0,0,0,N
4/17/2022,2,0.1,0,0,0,N
4/17/2022,3,0.1,0,0,0,N
4/17/2022,4,0.1,0,0,0,N
4/17/2022,5,0.1,0,0,0,N
4/17/2022,6,0.1,0,0,0,N
4/17/2022,7,0.11,0,0,0,N
4/17/2022,8,288.45,130.9,333.6,267.2,N
4/17/2022,9,3379.5,2383.1,2607.9,2158.4,N
4/17/2022,10,5971.44,5316.5,5601.7,4497.3,N
4/17/2022,11,6737.82,6792.3,6942.4,5640.8,N
4/17/2022,12,7320.16,7355.2,7256.7,6115.5,N
4/17/2022,13,7715.01,7842.2,7553.1,6571.4,N
4/17/2022,14,7669.2,8027.9,7932.2,7055.2,N
4/17/2022,15,7855.11,8005.8,7716.5,6828.1,N
4/17/2022,16,8153.99,7939.3,7764.2,6884.5,N
4/17/2022,17,7930.55,7850.5,7989.2,6996.9,N
4/17/2022,18,7763.23,7656.2,7716.9,6670.8,N
4/17/2022,19,6312.77,6132.6,6167.9,5509.5,N
4/17/2022,20,2135.27,1463.1,1563.5,1321.3,N
4/17/2022,21,32.96,52.4,93.8,79.1,N
4/17/2022,22,0.18,0,0,0,N
4/17/2022,23,0.1,0,0,0,N
4/18/2022,0,113.51,0,0,0,N
4/18/2022,1,0.1,0,0,0,N
4/18/2022,2,0.1,0,0,0,N
4/18/2022,3,0.1,0,0,0,N
4/18/2022,4,0.1,0,0,0,N
4/18/2022,5,0.1,0,0,0,N
4/18/2022,6,0.1,0,0,0,N
4/18/2022,7,0.19,0.1,0.1,0,N
4/18/2022,8,420.48,405.5,554.3,432.1,N
4/18/2022,9,3881.08,3249.2,3377.6,2678.7,N
4/18/2022,10,6190.18,6173,6254.9,4498.4,N
4/18/2022,11,6909.33,6998.3,7070.9,5089.7,N
4/18/2022,12,7538.48,7462.5,7392.5,5468,N
4/18/2022,13,8115.27,7759.1,7803.1,6208.6,N
4/18/2022,14,8460.99,8144.3,8418.7,7150,N
4/18/2022,15,8457.24,8236.2,8472.2,7138,N
4/18/2022,16,8529.39,8403.3,8490.9,7274.3,N
4/18/2022,17,8221.44,8291.6,8276.8,6746.2,N
4/18/2022,18,7545.77,7906.2,7962.5,6500.1,N
4/18/2022,19,5665.06,5679.9,5645.7,4434.6,N
4/18/2022,20,1789.06,1245.8,1387.4,1145,N
4/18/2022,21,277.66,38.8,66.2,55.8,N
4/18/2022,22,256.63,0,0,0,N
4/18/2022,23,256.72,0,0,0,N
4/19/2022,0,0.1,0,0,0,N
4/19/2022,1,0.1,0,0,0,N
4/19/2022,2,0.1,0,0,0,N
4/19/2022,3,0.1,0,0,0,N
4/19/2022,4,0.1,0,0,0,N
4/19/2022,5,0.1,0,0,0,N
4/19/2022,6,0.1,0,0,0,N
4/19/2022,7,0.57,0.4,0.4,0,N
4/19/2022,8,247.44,352.1,432.5,366.2,N
4/19/2022,9,1582.15,2282.7,1935.3,1494.4,N
4/19/2022,10,2400.29,4018.7,2821.9,2094.5,N
4/19/2022,11,2299.24,4957.5,4264.4,2883.9,N
4/19/2022,12,2742.68,5682.9,5071.2,3551.9,N
4/19/2022,13,2886.22,6300.5,5771,4324.4,N
4/19/2022,14,2828,6143.5,5778.4,4467.9,N
4/19/2022,15,2718.31,5815.3,5710.8,4402.7,N
4/19/2022,16,2421.67,5313.2,5319.6,3882.7,N
4/19/2022,17,1935.19,4582.7,4544.6,3028.8,N
4/19/2022,18,1309.6,3704.9,3537.8,2186.6,N
4/19/2022,19,573.14,2352.3,2109.3,1283.8,N
4/19/2022,20,179.41,359.5,412.4,271.4,N
4/19/2022,21,4.69,16.8,26.9,19.4,N
4/19/2022,22,0.1,0,0,0,N
4/19/2022,23,0.1,0,0,0,N
4/20/2022,0,0.1,0,0,0,N
4/20/2022,1,0.1,0,0,0,N
4/20/2022,2,0.1,0,0,0,N
4/20/2022,3,0.1,0,0,0,N
4/20/2022,4,0.1,0,0,0,N
4/20/2022,5,0.1,0,0,0,N
4/20/2022,6,0.1,0,0,0,N
4/20/2022,7,0.11,0,0,0,N
4/20/2022,8,157.5,132.7,364.2,275.2,N
4/20/2022,9,1311.38,2428.9,2516.6,1929.7,N
4/20/2022,10,2038.08,5403.8,5691,4547.1,N
4/20/2022,11,2632.58,6844.4,7159.5,5954.9,N
4/20/2022,12,3109.85,7395.6,7076.6,6011,N
4/20/2022,13,4972.57,7606,6980.8,6085.5,N
4/20/2022,14,6888.98,7815.9,7446.2,6604.8,N
4/20/2022,15,7287.18,7740.9,7410.7,6544.9,N
4/20/2022,16,7076.66,7458.8,7618.3,6687.2,N
4/20/2022,17,7100.89,7565.5,7666,6664.5,N
4/20/2022,18,6698.94,7488.7,7416.2,6340.1,N
4/20/2022,19,5450.12,5891.9,5879.3,5135.3,N
4/20/2022,20,2136.57,1446.2,1554.8,1327.1,N
4/20/2022,21,40.87,45.1,93.9,80.1,N
4/20/2022,22,0.1,0,0,0,N
4/20/2022,23,0.1,0,0,0,N
4/21/2022,0,0.1,0,0,0,N
4/21/2022,1,0.1,0,0,0,N
4/21/2022,2,0.1,0,0,0,N
4/21/2022,3,0.1,0,0,0,N
4/21/2022,4,0.1,0,0,0,N
4/21/2022,5,0.1,0,0,0,N
4/21/2022,6,0.1,0,0,0,N
4/21/2022,7,0.2,0.2,0.3,0.1,N
4/21/2022,8,360.13,186.4,417.2,324.9,N
4/21/2022,9,2823.54,2759,2827.1,2184.1,N
4/21/2022,10,3148.74,5447.2,5351.7,4000.9,N
4/21/2022,11,4325.79,6900.9,7020.1,5535.3,N
4/21/2022,12,5835.95,7526.1,7351.5,6059.7,N
4/21/2022,13,7383.34,7984.8,7453.5,6438.5,N
4/21/2022,14,7664.66,8122.8,7821.9,6897.2,N
4/21/2022,15,7745.84,7978.7,7745.9,6847.9,N
4/21/2022,16,7258.91,7820.9,7779.3,6767.6,N
4/21/2022,17,6050.8,7442.4,7480.8,6027.8,N
4/21/2022,18,4044.96,6825.7,7077,5455.9,N
4/21/2022,19,2683.22,5195.9,5391.1,4250.7,N
4/21/2022,20,885.27,1281.2,1472.9,1254.1,N
4/21/2022,21,32.56,56.2,105.8,93.1,N
4/21/2022,22,0.17,0,0,0,N
4/21/2022,23,0.1,0,0,0,N
4/22/2022,0,0.11,0,0,0,N
4/22/2022,1,0.1,0,0,0,N
4/22/2022,2,0.1,0,0,0,N
4/22/2022,3,0.1,0,0,0,N
4/22/2022,4,0.1,0,0,0,N
4/22/2022,5,0.1,0,0,0,N
4/22/2022,6,0.1,0,0,0,N
4/22/2022,7,0.31,0.3,0.3,0.1,N
4/22/2022,8,216.31,121.6,311.5,242.5,N
4/22/2022,9,1159.15,1613.1,1628.3,1295.2,N
4/22/2022,10,1593.23,3372.5,3085.2,2152.3,N
4/22/2022,11,1719.84,5001.1,5089.1,3336.6,N
4/22/2022,12,1629.15,6033.2,5652.4,3861.5,N
4/22/2022,13,1922.95,6647.9,6167.6,4659.8,N
4/22/2022,14,2054.19,7280.1,7044.6,5721.6,N
4/22/2022,15,2154.46,7435.8,7011.9,5730.7,N
4/22/2022,16,2418.45,7290.6,6798.6,5420.9,N
4/22/2022,17,2599.26,6879.7,6642.6,4903.6,N
4/22/2022,18,2627.37,6319.7,5939,4092.6,N
4/22/2022,19,2037.54,4596,4456.8,3248.1,N
4/22/2022,20,824.28,1211.8,1381,1150,N
4/22/2022,21,26.15,47.4,78.8,66.4,N
4/22/2022,22,0.11,0,0,0,N
4/22/2022,23,0.1,0,0,0,N
4/23/2022,0,0.1,0,0,0,N
4/23/2022,1,0.11,0,0,0,N
4/23/2022,2,0.1,0,0,0,N
4/23/2022,3,0.1,0,0,0,N
4/23/2022,4,0.1,0,0,0,N
4/23/2022,5,0.1,0,0,0,N
4/23/2022,6,0.1,0,0,0,N
4/23/2022,7,0.54,0.5,0.8,0.5,N
4/23/2022,8,282.87,380,479,358.9,N
4/23/2022,9,1428.51,3030.4,3153.5,2653.6,N
4/23/2022,10,2114.04,5814.1,5115.7,4100.4,N
4/23/2022,11,3311.18,7210.3,6346.8,5094.4,N
4/23/2022,12,4312.35,7730.9,6820.9,5558.6,N
4/23/2022,13,5487.15,7822.9,7286.1,6192.1,N
4/23/2022,14,6500.46,8036.6,8039.5,7087.4,N
4/23/2022,15,6483.67,8128.2,7940.1,6931.8,N
4/23/2022,16,5552.06,8050.5,7876.1,6851.6,N
4/23/2022,17,5049.79,7777.2,7576.3,6396.5,N
4/23/2022,18,4732.74,7420.1,7112.6,5927.2,N
4/23/2022,19,3419.53,5627.2,5388.8,4617.6,N
4/23/2022,20,1617.38,1385.3,1320.9,1055.3,N
4/23/2022,21,61.36,39.5,87.9,70.2,N
4/23/2022,22,0.1,0,0,0,N
4/23/2022,23,0.1,0,0,0,N
4/24/2022,0,0.11,0,0,0,N
4/24/2022,1,0.11,0,0,0,N
4/24/2022,2,0.1,0,0,0,N
4/24/2022,3,0.1,0,0,0,N
4/24/2022,4,0.1,0,0,0,N
4/24/2022,5,0.1,0,0,0,N
4/24/2022,6,0.11,0,0,0,N
4/24/2022,7,0.57,0.9,1.3,0.5,N
4/24/2022,8,327.31,176.1,405.5,313,N
4/24/2022,9,2526.96,1994.6,2135.4,1670.2,N
4/24/2022,10,3913.07,3897,4224.4,3025.9,N
4/24/2022,11,4756.55,4909.1,5360.5,3728.1,N
4/24/2022,12,5754.8,5797.9,5684.1,3848.8,N
4/24/2022,13,5834.76,6326.3,6226.3,4730.7,N
4/24/2022,14,5739.21,6800.3,6883.8,5406.2,N
4/24/2022,15,6364.65,6943.9,6468.6,5141.7,N
4/24/2022,16,6167.59,6819.4,6423,4997.7,N
4/24/2022,17,6067.47,6289.1,6338.2,4917.9,N
4/24/2022,18,5710.95,5867.5,5828.2,4395.6,N
4/24/2022,19,4738.68,4581.1,4430.9,3374,N
4/24/2022,20,1783.19,1237.8,1367.2,1149.4,N
4/24/2022,21,51.37,60.5,109.1,91.9,N
4/24/2022,22,0.1,0,0,0,N
4/24/2022,23,0.11,0,0,0,N
4/25/2022,0,0.1,0,0,0,N
4/25/2022,1,0.1,0,0,0,N
4/25/2022,2,0.1,0,0,0,N
4/25/2022,3,0.1,0,0,0,N
4/25/2022,4,0.1,0,0,0,N
4/25/2022,5,0.1,0,0,0,N
4/25/2022,6,0.1,0,0,0,N
4/25/2022,7,0.44,0.6,0.6,0.1,N
4/25/2022,8,170.54,236.5,340.4,257.4,N
4/25/2022,9,1259.31,1394.8,1455.3,992.5,N
4/25/2022,10,1955.84,2618.6,2583.7,1586.6,N
4/25/2022,11,2245.99,3737.7,4326.1,2823.2,N
4/25/2022,12,2788.99,4563.4,5570.5,3834,N
4/25/2022,13,4568.23,5239.8,5915.2,4266.2,N
4/25/2022,14,5829.5,5894.2,6454.8,4852.8,N
4/25/2022,15,6143.99,6030.1,6699.2,5185.5,N
4/25/2022,16,6269.02,6251,6327.4,4636.1,N
4/25/2022,17,6012.82,5998.4,6171.7,4400,N
4/25/2022,18,5670.77,5493.5,6079.9,4405.6,N
4/25/2022,19,5063,4428.1,5047.5,3988.5,N
4/25/2022,20,2048.89,1354.2,1654,1406.3,N
4/25/2022,21,52.48,61.2,140.5,123.1,N
4/25/2022,22,0.1,0,0,0,N
4/25/2022,23,0.1,0,0,0,N
4/26/2022,0,0.2,0,0,0,N
4/26/2022,1,0.1,0,0,0,N
4/26/2022,2,0.1,0,0,0,N
4/26/2022,3,0.1,0,0,0,N
4/26/2022,4,0.1,0,0,0,N
4/26/2022,5,0.1,0,0,0,N
4/26/2022,6,0.1,0,0,0,N
4/26/2022,7,2.99,2,2,0.7,N
4/26/2022,8,758.82,375.6,644.7,536.6,N
4/26/2022,9,4160.13,3338.7,3619.3,3067.6,N
4/26/2022,10,5935.15,5710.3,5920.8,5047.3,N
4/26/2022,11,6443.23,6598.7,6725.7,5523,N
4/26/2022,12,6891.06,6999.4,6832.5,5559.7,N
4/26/2022,13,7032.8,7198.7,7069.2,5925.1,N
4/26/2022,14,7212.67,7259.9,7181.7,6097.8,N
4/26/2022,15,7544.38,6973.3,7076.9,5795.7,N
4/26/2022,16,7684.71,6736.5,7302,6020.7,N
4/26/2022,17,7782.72,6488.6,7452.3,6072.1,N
4/26/2022,18,7226.94,6297.8,7489.8,5921.6,N
4/26/2022,19,5908.47,5038.9,5781.9,4563.1,N
4/26/2022,20,2349.04,1556.7,1869.7,1617.5,N
4/26/2022,21,54.99,83.2,143.8,128.1,N
4/26/2022,22,0.22,0,0,0,N
4/26/2022,23,0.23,0,0,0,N
4/27/2022,0,0.1,0,0,0,N
4/27/2022,1,0.1,0,0,0,N
4/27/2022,2,0.1,0,0,0,N
4/27/2022,3,0.1,0,0,0,N
4/27/2022,4,0.11,0,0,0,N
4/27/2022,5,0.11,0,0,0,N
4/27/2022,6,0.11,0,0,0,N
4/27/2022,7,3.98,3,3.1,1.6,N
4/27/2022,8,536.77,329.3,692.3,571.6,N
4/27/2022,9,2459.11,2788.9,2621.3,2013.5,N
4/27/2022,10,4301.33,4660.1,4028.1,2925.4,N
4/27/2022,11,5974.93,6219,5978.1,4440.8,N
4/27/2022,12,6340.92,7166.5,6683.8,5262.1,N
4/27/2022,13,5928.16,7400.2,7167.4,5863.9,N
4/27/2022,14,5366.07,7549.8,7405.7,6165.1,N
4/27/2022,15,5115.01,7177.2,6863.7,5738.9,N
4/27/2022,16,4526.84,7007.7,6914.1,5704.8,N
4/27/2022,17,3852.19,6230.1,6284.2,4399,N
4/27/2022,18,3693.36,5812.8,6100.5,4211,N
4/27/2022,19,2794.49,3807.3,4362.7,2984.4,N
4/27/2022,20,866.74,948.7,1004.7,773.8,N
4/27/2022,21,24.75,55.6,50.9,38.5,N
4/27/2022,22,0.1,0,0,0,N
4/27/2022,23,0.11,0,0,0,N
4/28/2022,0,95.21,0,0,0,N
4/28/2022,1,0.11,0,0,0,N
4/28/2022,2,0.17,0,0,0,N
4/28/2022,3,0.18,0,0,0,N
4/28/2022,4,0.21,0,0,0,N
4/28/2022,5,0.14,0,0,0,N
4/28/2022,6,0.1,0,0,0,N
4/28/2022,7,3.24,3.4,3.5,2,N
4/28/2022,8,634.32,288.1,592.2,465.9,N
4/28/2022,9,3807.05,2843.3,3166.8,2492.3,N
4/28/2022,10,5000.65,5295.3,5621.2,4366,N
4/28/2022,11,5888.64,6896.8,7206.2,5793.3,N
4/28/2022,12,6993.26,7566.2,7709.3,6440.7,N
4/28/2022,13,7373.08,7919.3,7804.4,6638.9,N
4/28/2022,14,7719.95,8140.6,8199.4,7141.3,N
4/28/2022,15,6994.01,8184.9,8145.9,7134.4,N
4/28/2022,16,6033.08,8014.9,7992.1,6791.3,N
4/28/2022,17,5454.12,7451.2,7495.2,5932,N
4/28/2022,18,4679.9,6673.3,7042.8,5238.3,N
4/28/2022,19,4214.23,5085,5475.7,4188.7,N
4/28/2022,20,2115.54,1590.4,1958.7,1673.6,N
4/28/2022,21,160.86,88.8,163.9,143.4,N
4/28/2022,22,95.32,0,0,0,N
4/28/2022,23,95.23,0,0,0,N
4/29/2022,0,0.22,0,0,0,N
4/29/2022,1,95.21,0,0,0,N
4/29/2022,2,95.2,0,0,0,N
4/29/2022,3,95.2,0,0,0,N
4/29/2022,4,95.2,0,0,0,N
4/29/2022,5,95.2,0,0,0,N
4/29/2022,6,95.21,0,0,0,N
4/29/2022,7,11.11,3,2.8,1.4,N
4/29/2022,8,631.12,256.3,632.1,499,N
4/29/2022,9,3020.49,3224.3,3727.1,3059.6,N
4/29/2022,10,3296.81,5846.9,6447.4,5612.9,N
4/29/2022,11,4118.75,7127.4,7483,6238.8,N
4/29/2022,12,5102.53,7780,7740.5,6561.4,N
4/29/2022,13,6453.62,8079.2,7821.3,6773.1,N
4/29/2022,14,6910.62,8349.4,8130.8,7290.2,N
4/29/2022,15,6849.88,8420.2,8085,7242.4,N
4/29/2022,16,6540.25,8209.1,7935.9,6987,N
4/29/2022,17,6073.67,8123.5,7779.9,6734.5,N
4/29/2022,18,5598.94,7747.2,7515.4,6367.8,N
4/29/2022,19,4636,6218,6344.6,5612.8,N
4/29/2022,20,2322.83,1716.9,1907.7,1627.6,N
4/29/2022,21,80.79,70.7,174.5,148.9,N
4/29/2022,22,0.19,0,0,0,N
4/29/2022,23,0.18,0,0,0,N
4/30/2022,0,0.1,0,0,0,N
4/30/2022,1,0.11,0,0,0,N
4/30/2022,2,0.11,0,0,0,N
4/30/2022,3,0.1,0,0,0,N
4/30/2022,4,0.1,0,0,0,N
4/30/2022,5,0.1,0,0,0,N
4/30/2022,6,0.1,0,0,0,N
