OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/1/2022,1:00,10867.97,9369.29,6064.86,9137.02,35439.14,N
11/1/2022,2:00,10454.31,9027.29,6085.62,8878.81,34446.04,N
11/1/2022,3:00,10269.46,8760.79,6081.05,8724.61,33835.91,N
11/1/2022,4:00,10166.62,8696.23,6006.65,8676.05,33545.55,N
11/1/2022,5:00,10287.48,8689.01,5969.81,8783.94,33730.23,N
11/1/2022,6:00,10934.59,9036.83,5956.18,9202.5,35130.09,N
11/1/2022,7:00,12172.59,9799.33,6030.76,9851.4,37854.08,N
11/1/2022,8:00,12992.32,10246.75,6085.92,10232.13,39557.12,N
11/1/2022,9:00,13065.53,10225.09,6039.98,10413.77,39744.37,N
11/1/2022,10:00,13302.32,10354.66,6039.62,10597.35,40293.94,N
11/1/2022,11:00,13494.36,10582.48,6141.4,10807.72,41025.96,N
11/1/2022,12:00,13760.76,10798.07,6191.13,10884.55,41634.51,N
11/1/2022,13:00,13985.45,10908.28,6265.51,10919.28,42078.52,N
11/1/2022,14:00,14278.08,11124.68,6325.38,10893.36,42621.49,N
11/1/2022,15:00,14478.05,11240.05,6362.88,10876.72,42957.7,N
11/1/2022,16:00,14674.82,11393.64,6403.44,10803.87,43275.77,N
11/1/2022,17:00,15026.93,11593.45,6422.2,10753.99,43796.57,N
11/1/2022,18:00,15072.19,11646.17,6380.18,10701.19,43799.74,N
11/1/2022,19:00,15016.26,11720.01,6391.18,10755.19,43882.65,N
11/1/2022,20:00,15149.8,11931.14,6415.24,10862.92,44359.1,N
11/1/2022,21:00,14916.06,11698.73,6346.94,10687.55,43649.28,N
11/1/2022,22:00,14293.54,11273.1,6284.93,10358.75,42210.33,N
11/1/2022,23:00,13391.79,10672.95,6247.99,9875.21,40187.94,N
11/2/2022,0:00:00,12661.36,10789.41,6436.41,10291.45,40178.63,N
11/2/2022,1:00,11521.14,9319.47,6070.67,8903.87,35815.15,N
11/2/2022,2:00,11022.9,8997.67,6038.87,8633.53,34692.97,N
11/2/2022,3:00,10756.88,8847.39,6033.13,8493.71,34131.11,N
11/2/2022,4:00,10619.47,8707.41,6024.59,8451.8,33803.28,N
11/2/2022,5:00,10720.72,8806.68,6048.6,8628.28,34204.29,N
11/2/2022,6:00,11446.32,9211.9,6083.16,9063.98,35805.36,N
11/2/2022,7:00,12664.07,9902.2,6187.34,9716.33,38469.93,N
11/2/2022,8:00,13470.7,10445.69,6280.73,10090.35,40287.47,N
11/2/2022,9:00,13540.24,10437.24,6267.4,10158.43,40403.32,N
11/2/2022,10:00,13873.18,10578.22,6238.09,10246.01,40935.5,N
11/2/2022,11:00,14061.81,10682.62,6253.78,10431.65,41429.87,N
11/2/2022,12:00,14178.26,10880.07,6339.48,10819.62,42217.43,N
11/2/2022,13:00,14387.4,11060.29,6351.6,11222.97,43022.25,N
11/2/2022,14:00,14705.09,11450.19,6520.67,11552.18,44228.12,N
11/2/2022,15:00,15004.58,11768.49,6540.5,11824.9,45138.47,N
11/2/2022,16:00,15240.84,12125.41,6434.71,12045.43,45846.39,N
11/2/2022,17:00,15517.59,12474.7,6494.97,12056.52,46543.78,N
11/2/2022,18:00,15723.94,12595.48,6569.58,11850.53,46739.53,N
11/2/2022,19:00,15649.13,12662.47,6524.56,11730.64,46566.8,N
11/2/2022,20:00,15770.18,12887.32,6580.15,11804.29,47041.94,N
11/2/2022,21:00,15395,12650.86,6541.56,11604.77,46192.19,N
11/2/2022,22:00,14712.41,12260.39,6558.35,11274.77,44805.93,N
11/2/2022,23:00,13657.54,11617.52,6598.17,10803.07,42676.29,N
11/3/2022,0:00:00,14152.43,11880.77,6390.18,11674.8,44098.18,N
11/3/2022,1:00,11912.78,10172.26,6221.73,9826.18,38132.96,N
11/3/2022,2:00,11441,9645.56,6125.99,9527.41,36739.96,N
11/3/2022,3:00,11153.84,9414.85,6096.88,9360.07,36025.64,N
11/3/2022,4:00,11019.48,9355.04,6087.3,9340.88,35802.71,N
11/3/2022,5:00,11131.4,9445.1,6113.6,9531.8,36221.9,N
11/3/2022,6:00,11800.45,9886.91,6183.78,10054.54,37925.68,N
11/3/2022,7:00,13155.7,10590.21,6370.1,10733.12,40849.13,N
11/3/2022,8:00,13956.51,11088.09,6452.06,11129.11,42625.77,N
11/3/2022,9:00,14191,11207.87,6451.49,11256.95,43107.31,N
11/3/2022,10:00,14458.73,11470.96,6450.1,11591.78,43971.57,N
11/3/2022,11:00,14758.01,11931.15,6481.83,12141.59,45312.58,N
11/3/2022,12:00,15036.75,12305.09,6506.06,12754.71,46602.61,N
11/3/2022,13:00,15298.43,12693.8,6540.02,13245.41,47777.66,N
11/3/2022,14:00,15686.9,13117.63,6612.06,13628.73,49045.31,N
11/3/2022,15:00,15944.73,13507.2,6680.08,14009.81,50141.83,N
11/3/2022,16:00,16250.55,13902.63,6744.93,14385.82,51283.93,N
11/3/2022,17:00,16548.12,14248.34,6799.37,14509.69,52105.53,N
11/3/2022,18:00,16724.33,14332.12,6795.69,14198.03,52050.17,N
11/3/2022,19:00,16715.76,14120.69,6789.88,13657.96,51284.3,N
11/3/2022,20:00,16870.4,14125.32,6809.9,13509.28,51314.9,N
11/3/2022,21:00,16514.18,13905.19,6727.15,13198.37,50344.88,N
11/3/2022,22:00,15905.78,13458.19,6676.03,12761.16,48801.16,N
11/3/2022,23:00,15136.19,12681.48,6530.26,12194.86,46542.78,N
11/4/2022,0:00:00,11731.19,10993.94,6349.16,12089.52,41163.81,N
11/4/2022,1:00,13313.41,11240.54,6355.16,11144.98,42054.09,N
11/4/2022,2:00,12777.14,10706.7,6340.96,10649.13,40473.93,N
11/4/2022,3:00,12463.41,10354.73,6253.16,10259.67,39330.98,N
11/4/2022,4:00,12305.97,10196.51,6247.13,10069.98,38819.6,N
11/4/2022,5:00,12408.16,10352.53,6348.61,10148.36,39257.65,N
11/4/2022,6:00,12889.77,10800.34,6425.67,10554.85,40670.63,N
11/4/2022,7:00,13898.56,11599.06,6531.61,11140.94,43170.17,N
11/4/2022,8:00,14606.33,12122.34,6617.23,11506.97,44852.87,N
11/4/2022,9:00,14850.35,12275.09,6300.53,11720.65,45146.63,N
11/4/2022,10:00,15516.99,12639.32,6461.54,12233.66,46851.51,N
11/4/2022,11:00,15925.36,13127.04,6468.56,12812.5,48333.47,N
11/4/2022,12:00,16270,13522.98,6585.58,13301.58,49680.14,N
11/4/2022,13:00,16439.44,13973.96,6563.86,13798.41,50775.67,N
11/4/2022,14:00,16529.67,14398.69,6573.53,14260.05,51761.94,N
11/4/2022,15:00,16429.99,14807.16,6518.13,14490.42,52245.7,N
11/4/2022,16:00,16469.63,15163.56,6413.22,14590.61,52637.02,N
11/4/2022,17:00,16325.47,15565.77,6379.84,14524.56,52795.65,N
11/4/2022,18:00,15609.01,15557.27,6382.13,14203.41,51751.83,N
11/4/2022,19:00,14739.24,15056.1,6356.23,13846.39,49997.95,N
11/4/2022,20:00,14454.48,14576.63,6466.43,13705.65,49203.19,N
11/4/2022,21:00,13869.19,13634.66,6443.74,13412.41,47360,N
11/4/2022,22:00,13273.17,12799.89,6391.81,13133.1,45597.96,N
11/4/2022,23:00,12513.59,11932.46,6359.82,12729.09,43534.96,N
11/5/2022,0:00:00,11883.81,10014.78,6452.46,9496.97,37848.03,N
11/5/2022,1:00,11105.38,10117.68,6312.83,10629.94,38165.84,N
11/5/2022,2:00,10625.55,9554.97,6301.19,9514.63,35996.33,N
11/5/2022,3:00,10337.74,9324.74,6280.8,8959.98,34903.25,N
11/5/2022,4:00,10271.4,8994.98,6299.16,8686.1,34251.64,N
11/5/2022,5:00,10364.46,8706.22,6342.55,8567.65,33980.88,N
11/5/2022,6:00,10636.87,8765.48,6318.23,8613.33,34333.91,N
11/5/2022,7:00,11264.91,8948.5,6253.94,8783.72,35251.06,N
11/5/2022,8:00,12030.87,9280.61,6242.95,9037.34,36591.77,N
11/5/2022,9:00,12717.07,9545.82,6519.76,9278.05,38060.7,N
11/5/2022,10:00,13106.34,9850.34,6428.01,9622.66,39007.36,N
11/5/2022,11:00,13192.3,10154,6446.84,9864.41,39657.54,N
11/5/2022,12:00,13018.19,10344.42,6416.08,10144.52,39923.21,N
11/5/2022,13:00,12890.42,10504.05,6395.97,10426.56,40217.01,N
11/5/2022,14:00,12849.65,10758.46,6383.99,10701.2,40693.3,N
11/5/2022,15:00,12832.68,11123.26,6411.23,10979.68,41346.85,N
11/5/2022,16:00,12894.76,11445.59,6552.3,11189.16,42081.82,N
11/5/2022,17:00,12989.22,11705.68,6525.7,11310.31,42530.91,N
11/5/2022,18:00,13070.02,11797.54,6528.14,11166.78,42562.48,N
11/5/2022,19:00,13204.52,11624.28,6546.81,10890.84,42266.44,N
11/5/2022,20:00,13502.39,11584.59,6606.13,10805.04,42498.15,N
11/5/2022,21:00,13260.34,11255.77,6577.44,10500.24,41593.79,N
11/5/2022,22:00,12858.94,10865.71,6510.98,10192.07,40427.7,N
11/5/2022,23:00,12359.05,10390.68,6477.39,9811.59,39038.71,N
11/6/2022,0:00:00,12089.91,11363.75,6112.39,11154.22,40720.28,N
11/6/2022,1:00,11276.36,9371.31,6333.4,9097.65,36078.72,N
11/6/2022,2:00,10855.01,8972.46,6291,8803.16,34921.63,N
11/6/2022,3:00,10478.98,8673.82,6255.47,8537.74,33946.01,N
11/6/2022,4:00,10375.76,8513.15,6281.96,8509.84,33680.71,N
11/6/2022,5:00,10488.08,8447.62,6269.29,8520.88,33725.87,N
11/6/2022,6:00,10745.35,8636.26,6266.78,8648.64,34297.04,N
11/6/2022,7:00,11164.1,8909.76,6321.29,8842.21,35237.35,N
11/6/2022,8:00,11630.37,9309.4,6405.89,9126.94,36472.6,N
11/6/2022,9:00,12222.28,9925.62,6339.38,9660.18,38147.46,N
11/6/2022,10:00,12552.24,10495.69,6400.29,10315.32,39763.53,N
11/6/2022,11:00,12782.59,10949.73,6377.81,11126.75,41236.88,N
11/6/2022,12:00,12827.06,11561.34,6342.59,11972.97,42703.96,N
11/6/2022,13:00,13196.75,12127.01,6399.09,12693.11,44415.95,N
11/6/2022,14:00,13615.37,12848.14,6522.98,13302.28,46288.78,N
11/6/2022,15:00,14036.6,13507.12,6585.01,13621.7,47750.43,N
11/6/2022,16:00,14415.67,13922.57,6666.65,13328.14,48333.02,N
11/6/2022,17:00,14707.92,14144.6,6666.88,13009.03,48528.43,N
11/6/2022,18:00,14760.97,13780.69,6407.59,12793.69,47742.94,N
11/6/2022,19:00,15105.83,13713.23,6164.89,12870.16,47854.11,N
11/6/2022,20:00,14867.65,13575.82,6376.04,12769.88,47589.4,N
11/6/2022,21:00,14350.11,13217.11,6201.05,12563.39,46331.65,N
11/6/2022,22:00,13824.05,12710.8,6217.46,12218.96,44971.27,N
11/6/2022,23:00,12915.29,11962.04,6255.68,11756.2,42889.21,N
11/7/2022,0:00:00,13222.34,11280.09,6261.79,10682.25,41446.47,N
11/7/2022,1:00,11274.15,10775.9,6101.3,10644.58,38795.93,N
11/7/2022,2:00,10858.58,10393.66,6167.11,10271.14,37690.49,N
11/7/2022,3:00,10644.44,10182.88,6173.9,10077.16,37078.39,N
11/7/2022,4:00,10620.34,10106.49,6083.78,10035.73,36846.34,N
11/7/2022,5:00,10949.63,10224.98,6104.14,10210.2,37488.95,N
11/7/2022,6:00,11724.24,10668.71,6083.25,10583.51,39059.71,N
11/7/2022,7:00,13040.54,11456.15,6244.48,10834.51,41575.68,N
11/7/2022,8:00,13776.1,11922.19,6359.54,11347.06,43404.89,N
11/7/2022,9:00,14232.02,12274.77,6313.77,11826.11,44646.67,N
11/7/2022,10:00,14794.72,12644.73,6220.12,12490.3,46149.87,N
11/7/2022,11:00,15158.66,13115.06,6243.48,13209.02,47726.22,N
11/7/2022,12:00,15572.84,13694.49,6285.72,13980.48,49533.54,N
11/7/2022,13:00,16116.66,14434.43,6281.03,14610.93,51443.05,N
11/7/2022,14:00,16407.96,14919.26,6354.77,15130.19,52812.18,N
11/7/2022,15:00,16347.84,15126.24,6420.04,15424.53,53318.65,N
11/7/2022,16:00,16152.89,15200.01,6458.19,15503.75,53314.84,N
11/7/2022,17:00,16074.38,15095.05,6467.62,15119.63,52756.69,N
11/7/2022,18:00,16216.83,14937.55,6451.91,14434.34,52040.63,N
11/7/2022,19:00,16498.76,14885.83,6391.03,13919.7,51695.32,N
11/7/2022,20:00,16192.77,14305.07,6495.49,13350.56,50343.88,N
11/7/2022,21:00,15760.5,13688.39,6480.55,12779.27,48708.72,N
11/7/2022,22:00,15151.72,13068.65,6442.6,12159.33,46822.3,N
11/7/2022,23:00,14173.03,12095.91,6341.92,11386.63,43997.49,N
11/8/2022,0:00:00,13621.22,11382.31,6390.84,10603.01,41997.38,N
11/8/2022,1:00,12435.66,10571.89,6204.08,10121.66,39333.29,N
11/8/2022,2:00,11978.41,10063.93,6213.32,9789.56,38045.23,N
11/8/2022,3:00,11567.59,9715.67,6151.97,9594.08,37029.32,N
11/8/2022,4:00,11437.31,9554.89,6125.39,9497.55,36615.15,N
11/8/2022,5:00,11571.65,9648.45,6137.37,9623.66,36981.13,N
11/8/2022,6:00,12284.17,9855.68,6163.84,10045.08,38348.77,N
11/8/2022,7:00,13562.7,10674.41,6341.71,10618.23,41197.05,N
11/8/2022,8:00,14113.21,11109.58,6410.03,10951.91,42584.73,N
11/8/2022,9:00,14538.77,11394.01,6474.16,11404.1,43811.05,N
11/8/2022,10:00,15052.81,11997.41,6494.23,12097.58,45642.03,N
11/8/2022,11:00,15649.7,12535.67,6639.2,12931.03,47755.6,N
11/8/2022,12:00,16027.06,13033.9,6761.44,13611.16,49433.56,N
11/8/2022,13:00,16463.79,13475.43,6799.03,14139.81,50878.05,N
11/8/2022,14:00,16896.32,13720.68,6767.08,14618.63,52002.71,N
11/8/2022,15:00,17232.14,13984.82,6747.31,14823.94,52788.22,N
11/8/2022,16:00,17311.69,14298.57,6836.84,14805.57,53252.68,N
11/8/2022,17:00,17205.82,14453.05,6782.37,14504.91,52946.15,N
11/8/2022,18:00,17305.67,14317.51,6735.8,13968.28,52327.26,N
11/8/2022,19:00,17477.39,14330.35,6801.9,13591.4,52201.04,N
11/8/2022,20:00,17029.47,13970.64,6776.13,13132.1,50908.34,N
11/8/2022,21:00,16456.77,13590.32,6708.16,12676.42,49431.67,N
11/8/2022,22:00,15704.92,13079.31,6624.47,12103.86,47512.56,N
11/8/2022,23:00,14647.19,12229.5,6475.62,11327.67,44679.98,N
11/9/2022,0:00:00,13431.93,10941.1,6410.78,10508.41,41292.22,N
11/9/2022,1:00,12736.83,10664.12,6279.54,9997.01,39677.5,N
11/9/2022,2:00,12169.91,10203.86,6231.84,9605.67,38211.29,N
11/9/2022,3:00,11804.72,9987.29,6199.87,9353.18,37345.07,N
11/9/2022,4:00,11651.76,9798.04,6216.51,9244.05,36910.36,N
11/9/2022,5:00,11788.26,9865.2,6208.28,9350.39,37212.14,N
11/9/2022,6:00,12478.34,10257.01,6246.03,9806.51,38787.89,N
11/9/2022,7:00,13717.06,10980.09,6383.58,10391.91,41472.64,N
11/9/2022,8:00,14266.56,11275.68,6436.77,10738.55,42717.56,N
11/9/2022,9:00,14680.27,11566.8,6454.96,11273.33,43975.37,N
11/9/2022,10:00,15138.13,12003.35,6495.04,11891.67,45528.19,N
11/9/2022,11:00,15836.03,12438.86,6568.83,12514.62,47358.33,N
11/9/2022,12:00,16518.11,12911.27,6659.21,13211.78,49300.38,N
11/9/2022,13:00,17026.43,13286.06,6804.71,13774.42,50891.61,N
11/9/2022,14:00,17496.21,13739.84,6853.47,14183.71,52273.23,N
11/9/2022,15:00,17860.7,14111.35,6957.77,14350.46,53280.28,N
11/9/2022,16:00,17937.55,14222.88,6918.76,14284.67,53363.86,N
11/9/2022,17:00,17889.92,14289.37,6928.74,14099.19,53207.23,N
11/9/2022,18:00,17660.49,14104.9,6909.44,13624,52298.83,N
11/9/2022,19:00,17628.21,14053.59,6952.06,13275.76,51909.64,N
11/9/2022,20:00,17018.54,13501.1,6873.92,12808.04,50201.59,N
11/9/2022,21:00,16386.45,13006.98,6769.56,12386.06,48549.04,N
11/9/2022,22:00,15621.82,12432.49,6669.77,11872.01,46596.09,N
11/9/2022,23:00,14581.1,11756.58,6575.33,11193.31,44106.32,N
11/10/2022,0:00:00,12705.33,10911.46,5934.56,10341.43,39892.78,N
11/10/2022,1:00,12590.12,10255.51,6296.13,10002.43,39144.2,N
11/10/2022,2:00,12024.35,9814.05,6231.01,9652.97,37722.38,N
11/10/2022,3:00,11625.16,9591.57,6160.67,9467.62,36845.03,N
11/10/2022,4:00,11397.4,9492.11,6241.12,9395.24,36525.87,N
11/10/2022,5:00,11476.46,9524.3,6351.05,9483.44,36835.25,N
11/10/2022,6:00,12091.5,9966.18,6345.76,9920.38,38323.82,N
11/10/2022,7:00,13177.87,10694.8,6548.89,10436.16,40857.72,N
11/10/2022,8:00,13630.17,11027.23,6451.45,10655.35,41764.2,N
11/10/2022,9:00,14049.19,11378.92,6401.44,11192.19,43021.75,N
11/10/2022,10:00,14607.33,11905.15,6671.42,11792.63,44976.54,N
11/10/2022,11:00,14914.07,12481.62,6701.75,12362.45,46459.89,N
11/10/2022,12:00,15043.72,12961.42,6623.14,12869.56,47497.84,N
11/10/2022,13:00,15203.5,13365.69,6655.61,13278.13,48502.93,N
11/10/2022,14:00,15325.41,13802.95,6652.44,13722.45,49503.24,N
11/10/2022,15:00,15421.15,14154.83,6590.82,14017.29,50184.1,N
11/10/2022,16:00,15382.09,14323.89,6609,14105.29,50420.27,N
11/10/2022,17:00,15379.86,14228.92,6430.61,13762.51,49801.91,N
11/10/2022,18:00,15574.08,13933.89,6269.34,13255.32,49032.63,N
11/10/2022,19:00,15799.65,14089.82,6288.12,12987.86,49165.45,N
11/10/2022,20:00,15547.22,13744.1,6306.66,12545.77,48143.74,N
11/10/2022,21:00,15133.96,13192.57,6183.47,12169.8,46679.79,N
11/10/2022,22:00,14622.99,12723.84,6251.6,11671.17,45269.6,N
11/10/2022,23:00,13745.18,11932.27,5888.82,11037.91,42604.18,N
11/11/2022,0:00:00,14127.97,9893.16,6749.11,8905.42,39675.66,N
11/11/2022,1:00,11856.08,10336.12,5822.94,9761.84,37776.97,N
11/11/2022,2:00,11340,9905.61,5744.68,9394.79,36385.09,N
11/11/2022,3:00,11074.75,9614.13,5639.25,9147.34,35475.47,N
11/11/2022,4:00,10880.45,9492.75,5640.76,9063.45,35077.41,N
11/11/2022,5:00,11040.82,9548.58,5728.07,9202.29,35519.75,N
11/11/2022,6:00,11603.32,9915.03,5930.58,9618.77,37067.7,N
11/11/2022,7:00,12721.19,10596.28,6313.95,10199.76,39831.19,N
11/11/2022,8:00,13361.23,10973.52,6386.49,10492.3,41213.55,N
11/11/2022,9:00,13861.9,11479.74,6523.84,10999.75,42865.24,N
11/11/2022,10:00,14494.18,12019.44,6610.73,11645.25,44769.6,N
11/11/2022,11:00,14734.38,12457.4,6571.51,12296.22,46059.51,N
11/11/2022,12:00,15047.15,12825.7,6507,12686.9,47066.76,N
11/11/2022,13:00,15074.11,13005.37,6459.96,12960.16,47499.6,N
11/11/2022,14:00,15102.53,12801.1,6466.34,13194.49,47564.46,N
11/11/2022,15:00,15125.73,12448.04,6557.99,13102.12,47233.89,N
11/11/2022,16:00,15212.81,12270.69,6580.87,12937.53,47001.9,N
11/11/2022,17:00,15464.47,12117.22,6592.75,12283.64,46458.08,N
11/11/2022,18:00,16045.1,12063.77,6617.78,11708.2,46434.85,N
11/11/2022,19:00,16162.7,12001.95,6814.62,11118.4,46097.68,N
11/11/2022,20:00,15979.85,11629.93,6861.43,10575.42,45046.63,N
11/11/2022,21:00,15713.47,11284.25,6857.81,10148.1,44003.63,N
11/11/2022,22:00,15333.47,10964.52,6849.54,9760.44,42907.97,N
11/11/2022,23:00,14685.72,10547.65,6859.88,9342.9,41436.16,N
11/12/2022,0:00:00,14927.18,10392.74,6587.45,9426.03,41333.4,N
11/12/2022,1:00,13688.06,9436.48,6691.17,8570.15,38385.86,N
11/12/2022,2:00,13552.01,9126.31,6679.58,8389.87,37747.77,N
11/12/2022,3:00,13500.71,9006.46,6663.88,8281.28,37452.34,N
11/12/2022,4:00,13611.94,9011.21,6740.47,8266.07,37629.7,N
11/12/2022,5:00,13909.96,9085.44,6802.13,8328.3,38125.84,N
11/12/2022,6:00,14540.52,9449.36,6861.22,8543.32,39394.42,N
11/12/2022,7:00,15394.62,10032.57,6835.61,8927.39,41190.18,N
11/12/2022,8:00,16161.28,10586.97,6803.4,9202.71,42754.37,N
11/12/2022,9:00,16433.99,10907.15,6839.79,9781.73,43962.65,N
11/12/2022,10:00,16278.37,10912.3,6812.32,9988.98,43991.97,N
11/12/2022,11:00,15681.29,10726.62,6759.8,9997.73,43165.45,N
11/12/2022,12:00,15019.83,10411.09,6640.21,9910.83,41981.95,N
11/12/2022,13:00,14417.23,10065.47,6515.07,9788.52,40786.29,N
11/12/2022,14:00,13860.22,9819.49,6408.57,9656.32,39744.59,N
11/12/2022,15:00,13556.57,9696.79,6346.65,9559.12,39159.13,N
11/12/2022,16:00,13591.38,9727.22,6338.46,9521.55,39178.62,N
11/12/2022,17:00,13651.17,9976.63,6344.85,9547.52,39520.18,N
11/12/2022,18:00,14539.09,10534.98,6511.32,9834.06,41419.44,N
11/12/2022,19:00,15285.88,10994.4,6713.13,10082.85,43076.26,N
11/12/2022,20:00,15438.02,11037.29,6682.4,10053.34,43211.04,N
11/12/2022,21:00,15568.73,10923.29,6617.15,9981.78,43090.95,N
11/12/2022,22:00,15519.52,10806.57,6616.83,9859.3,42802.22,N
11/12/2022,23:00,15216.06,10632.41,6579.92,9642.25,42070.65,N
11/13/2022,0:00:00,14068.97,9968.74,6698.84,8980.49,39717.04,N
11/13/2022,1:00,14775.19,10149.89,6591.78,9214.63,40731.49,N
11/13/2022,2:00,14764.42,10093.2,6584.2,9077.53,40519.35,N
11/13/2022,3:00,14799.88,10016.97,6635.98,9011.82,40464.65,N
11/13/2022,4:00,15070.51,10033.02,6641.47,9033.56,40778.56,N
11/13/2022,5:00,15361.98,10163.67,6642.11,9115.61,41283.36,N
11/13/2022,6:00,15881.59,10494.44,6638.62,9252.42,42267.07,N
11/13/2022,7:00,16580.4,10830.89,6713.12,9484.18,43608.59,N
11/13/2022,8:00,17093.47,11243,6779.76,9686.19,44802.42,N
11/13/2022,9:00,16917.29,11353.63,6719.25,9923.64,44913.82,N
11/13/2022,10:00,16404.93,11270.09,6649.33,10029.91,44354.26,N
11/13/2022,11:00,15654.88,10965.42,6581.32,9935.84,43137.46,N
11/13/2022,12:00,14981.45,10598.35,6519.45,9777.47,41876.72,N
11/13/2022,13:00,14439.87,10292.29,6497.79,9637.12,40867.07,N
11/13/2022,14:00,14001.25,10200.24,6488.17,9501.24,40190.89,N
11/13/2022,15:00,13744.85,10155.72,6478.4,9501.25,39880.21,N
11/13/2022,16:00,13685.12,10233.97,6445.95,9510.36,39875.39,N
11/13/2022,17:00,14168.86,10399.9,6441.77,9598.76,40609.28,N
11/13/2022,18:00,15089.43,11005.82,6496.1,9939.71,42531.06,N
11/13/2022,19:00,15730.33,11522.32,6571.25,10282.57,44106.48,N
11/13/2022,20:00,15955.97,11638.46,6688.05,10250.88,44533.36,N
11/13/2022,21:00,15893.98,11550.72,6709.51,10090.31,44244.51,N
11/13/2022,22:00,15497.92,11191.11,6743.43,9833.89,43266.35,N
11/13/2022,23:00,14798.27,10643.33,6743.72,9401.49,41586.81,N
11/14/2022,0:00:00,15280.27,10046.06,6987.31,9496.55,41810.19,N
11/14/2022,1:00,13569.16,9364.73,6683.52,8677.28,38294.69,N
11/14/2022,2:00,13402.77,9160.45,6564.03,8538.32,37665.57,N
11/14/2022,3:00,13365.36,8990.1,6425.83,8468.43,37249.73,N
11/14/2022,4:00,13407.73,8975.9,6472.96,8531.77,37388.36,N
11/14/2022,5:00,13781.21,9067.29,6538.99,8781.38,38168.87,N
11/14/2022,6:00,14713.9,9674.24,6654.55,9322.58,40365.27,N
11/14/2022,7:00,16177.25,10588.57,6842.76,10017.71,43626.29,N
11/14/2022,8:00,16894.93,11085.8,6742.34,10397.28,45120.35,N
11/14/2022,9:00,17189.82,11192.79,6781.55,10602.49,45766.65,N
11/14/2022,10:00,17491.64,11413.03,6740.42,10812.09,46457.19,N
11/14/2022,11:00,17733.06,11542.27,6627.92,10949.06,46852.31,N
11/14/2022,12:00,17939.74,11680.91,6652.55,10943.93,47217.12,N
11/14/2022,13:00,17942.22,11745.84,6686.4,10928.03,47302.49,N
11/14/2022,14:00,18103.63,11865.94,6731.33,10949.59,47650.49,N
11/14/2022,15:00,17912.78,11774.63,6802.45,10928.52,47418.39,N
11/14/2022,16:00,17887.57,11557.01,6737.86,10976.56,47159,N
11/14/2022,17:00,18193.01,11524.73,6719.04,11058.32,47495.09,N
11/14/2022,18:00,18853.74,11984.74,6842.73,11397.82,49079.03,N
11/14/2022,19:00,18993.4,12422.57,6995.21,11344.93,49756.1,N
11/14/2022,20:00,18466.58,12212.24,7006.07,11073.92,48758.81,N
11/14/2022,21:00,18006.65,11920.22,6999.15,10819.88,47745.89,N
11/14/2022,22:00,17222.04,11317.59,7004.08,10504.36,46048.08,N
11/14/2022,23:00,16162.56,10620.11,6978.37,10045.31,43806.35,N
11/15/2022,0:00:00,15966.41,11235.83,6588.7,10247.88,44038.83,N
11/15/2022,1:00,14795.11,9932.88,6819.56,9236.35,40783.91,N
11/15/2022,2:00,14581.35,9757.29,6752.85,9108.83,40200.32,N
11/15/2022,3:00,14507.88,9659.04,6820.68,9063.56,40051.16,N
11/15/2022,4:00,14660.87,9787.71,6669.49,9137.73,40255.8,N
11/15/2022,5:00,15208.57,10158.66,6649.71,9429.71,41446.65,N
11/15/2022,6:00,16309.04,11035.32,6883.49,10067.92,44295.77,N
11/15/2022,7:00,18004.71,12288.87,7368.52,10903.49,48565.6,N
11/15/2022,8:00,18709.26,12605.56,7255.11,11195.6,49765.52,N
11/15/2022,9:00,18662.08,12558.81,7069.44,11358.84,49649.16,N
11/15/2022,10:00,18563.6,12287.51,6931.91,11427.28,49210.3,N
11/15/2022,11:00,18287.03,11838.32,6946.08,11362.25,48433.68,N
11/15/2022,12:00,17869.62,11363.65,6748.4,11182.9,47164.57,N
11/15/2022,13:00,17599.3,10966.4,6658.17,10914.27,46138.15,N
11/15/2022,14:00,17155.23,10771.28,6610.49,10741.89,45278.89,N
11/15/2022,15:00,16741.98,10697,6506.1,10618.84,44563.93,N
11/15/2022,16:00,16460.39,10747.77,6500.85,10615.15,44324.16,N
11/15/2022,17:00,16901.75,11117.79,6613.94,10784.61,45418.1,N
11/15/2022,18:00,17982.19,11800.31,6722.53,11295.18,47800.21,N
11/15/2022,19:00,18565.57,12480.71,6843.05,11562.44,49451.77,N
11/15/2022,20:00,18432.42,12720.39,6956.57,11557.05,49666.44,N
11/15/2022,21:00,18261.23,12646.93,6957.61,11428.09,49293.86,N
11/15/2022,22:00,17674.88,12299.4,6863.58,11122.93,47960.79,N
11/15/2022,23:00,16734.18,11654.68,6663.64,10644.03,45696.52,N
11/16/2022,0:00:00,15245.12,11426,6844.16,10320.82,43836.11,N
11/16/2022,1:00,15390.73,10747.08,6457.99,9923.45,42519.25,N
11/16/2022,2:00,15181.77,10652.07,6415.56,9786.38,42035.77,N
11/16/2022,3:00,15278.94,10634.98,6427.13,9770,42111.05,N
11/16/2022,4:00,15473.85,10600.92,6487.73,9849.41,42411.9,N
11/16/2022,5:00,15969.65,10981.31,6546.41,10147.81,43645.18,N
11/16/2022,6:00,16948.4,11560.86,6592.4,10739.13,45840.79,N
11/16/2022,7:00,18471.31,12603.8,6714.85,11510.27,49300.23,N
