DELIVERY_DATE,HOUR_ENDING,ACTUAL_SYSTEM_WIDE,COP_HSL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE,WGRPP_SYSTEM_WIDE,ACTUAL_LZ_SOUTH_HOUSTON,COP_HSL_LZ_SOUTH_HOUSTON,STWPF_LZ_SOUTH_HOUSTON,WGRPP_LZ_SOUTH_HOUSTON,ACTUAL_LZ_WEST,COP_HSL_LZ_WEST,STWPF_LZ_WEST,WGRPP_LZ_WEST,ACTUAL_LZ_NORTH,COP_HSL_LZ_NORTH,STWPF_LZ_NORTH,WGRPP_LZ_NORTH,DSTFlag
1/1/2022,0,21548.49,22273.6,22171.5,17533.2,3794.74,3697.8,3985.3,2964,15813.79,16600.4,16248.4,13111.4,1939.96,1975.4,1937.8,1457.8,N
1/1/2022,1,12067.4,14068.2,12834.3,9698.9,5423.6,6387.9,6295.3,4870.7,6000.14,7105.5,5874,4392.2,643.66,574.8,665,436,N
1/1/2022,2,12886.02,14234.3,13748.3,10418.5,5430.73,6365.3,6299.6,4872.4,6898.77,7294.4,6907.5,5289.8,556.52,574.6,541.2,256.3,N
1/1/2022,3,14369.45,15124.5,15372.5,11685.7,5368.58,6429.1,6483.5,5029.1,8432.08,8126.2,8321.4,6422.6,568.79,569.2,567.6,234,N
1/1/2022,4,16467.65,16765.8,17285.7,12873,5401.81,6530,6512.7,4976,10506.96,9688.9,10201.2,7660.4,558.88,546.9,571.8,236.6,N
1/1/2022,5,18337.78,18726.4,19558.4,14803,5724.62,6520.7,6644.2,5071.6,12062.62,11624.8,12365.7,9471.5,550.54,580.9,548.5,259.9,N
1/1/2022,6,18163.1,19784.1,19206.1,14204.5,5560.31,6285.7,6577.5,5034.8,11971.97,12859,12003.8,8860.2,630.82,639.4,624.8,309.5,N
1/1/2022,7,18538.3,20826.4,19458.7,14461.2,5270.18,6157.3,5917.8,4301.7,12464.16,13990.6,12781.2,9796.5,803.96,678.5,759.7,363,N
1/1/2022,8,18306.68,20514.5,18950.2,13964.8,5072.28,5777.1,5596.3,4063.1,12301.15,13894.6,12397.3,9365.3,933.25,842.8,956.6,536.4,N
1/1/2022,9,17297.79,20408,18160.3,13406.4,4193.47,5091,4855,3486.1,12250.93,14369.5,12469.7,9461.9,853.39,947.5,835.6,458.4,N
1/1/2022,10,16917.56,19298.3,18327,13666.9,3594.1,4700.1,4341.5,3021.2,12542.39,13654.8,13096.3,10116.5,781.07,943.4,889.2,529.2,N
1/1/2022,11,17691.95,19038,19356.3,14604.6,3581.34,3907,4194.3,3038.5,13270.04,14091.2,14218.3,10851,840.57,1039.8,943.7,715.1,N
1/1/2022,12,17781.26,19847.4,19574.6,15052.5,3057.91,3387.1,3396.1,2386.6,13571.74,15063.7,14910.1,11653.9,1151.61,1396.6,1268.4,1012,N
1/1/2022,13,16336.38,19755.2,17971.2,13900.1,1991.57,3133.9,2158,1432,12720.47,15071.1,14038.2,11058.3,1624.34,1550.2,1775,1409.8,N
1/1/2022,14,14857.09,18308.2,15855,11974.5,1457.01,2432.3,1474,914.5,11721.89,14346.6,12567.3,9637.6,1678.19,1529.3,1813.7,1422.4,N
1/1/2022,15,14036.9,16212.7,14684.8,10897.4,1232.38,1287.2,1188.6,635.4,11373.93,13211.3,11929,9039.3,1430.59,1714.2,1567.2,1222.7,N
1/1/2022,16,14346.6,16172.2,14760.9,11189.8,1113.19,1227.3,1092.4,627.5,11844.42,13392.2,12184.7,9397.8,1388.99,1552.7,1483.8,1164.5,N
1/1/2022,17,16895.31,16141.9,17190.3,13578.7,1161.85,972.1,1186.2,828.4,14221.15,13813,14593.4,11681.5,1512.31,1356.8,1410.7,1068.8,N
1/1/2022,18,18796.29,16848.7,19588.2,15638.5,1208.46,1279.1,1188.3,831.7,15626.33,14101,16469.1,13434.4,1961.5,1468.6,1930.8,1372.4,N
1/1/2022,19,19858.79,19735,21790.5,17036,1779.15,1758.9,1796.7,1091,16184.37,16363.8,17924,14493.1,1895.27,1612.3,2069.8,1451.9,N
1/1/2022,20,20443.55,22340.5,22586.6,17791,2284.15,2473.4,2352,1473.5,16268.87,17802.8,18171.4,14816.1,1890.53,2064.3,2063.2,1501.4,N
1/1/2022,21,20859.8,23245.4,23201,18311.2,2759.6,3172.7,2757.7,1740.5,16206.9,18024.1,18376.6,15067.8,1893.3,2048.6,2066.7,1502.9,N
1/1/2022,22,21379.75,23225.5,23562.7,18650.4,3332.71,3452.7,3420,2327.1,16170.38,17777.6,18093.6,14813.8,1876.66,1995.2,2049.1,1509.5,N
1/1/2022,23,21761.21,22704.2,23271.3,18345.5,3818.03,3540.6,3824.8,2755.5,16109.49,17159.4,17426.4,14085.8,1833.69,2004.2,2020.1,1504.2,N
1/2/2022,0,4850.68,5468.2,4943.7,2714.2,2193.81,2200.1,2219.2,1379.7,2483.28,3080.9,2533.9,1244.1,173.59,187.2,190.6,90.4,N
1/2/2022,1,20687.13,21548.9,20882.7,16304.7,3504.3,3771.7,3608,2674.2,15220.76,15821.8,15338.2,12172.5,1962.07,1955.4,1936.5,1458,N
1/2/2022,2,19944.18,21090.8,20139.4,15592.6,3091.24,4166.9,3177.2,2298,14940.21,15039.1,15033.7,11849.1,1912.73,1884.8,1928.5,1445.5,N
1/2/2022,3,19967.09,21276.2,20342.4,15608.2,3861.1,4749,3944.4,2954.2,14273.55,14624,14480.7,11219.6,1832.44,1903.2,1917.3,1434.4,N
1/2/2022,4,20257.64,21594.9,20757.1,15816.3,4679.77,4963,4946.9,3853.9,13851.78,14678.8,13900,10530.8,1726.09,1953.1,1910.2,1431.6,N
1/2/2022,5,20746.85,21648.2,21808.6,16540.5,5594.09,6102.1,6358,4943.4,13531.52,13614.4,13592.8,10211.5,1621.24,1931.7,1857.8,1385.6,N
1/2/2022,6,20297.84,21253.8,21463.8,16186.2,5713.58,6758.2,6653.8,5257.2,12974.23,12619.3,13000,9581,1610.03,1876.3,1810,1348,N
1/2/2022,7,19938.32,20338.9,21280.5,15790.8,5796.12,7136.4,7146.8,5589.4,12426.49,11417.3,12340.1,8858.5,1715.71,1785.2,1793.6,1342.9,N
1/2/2022,8,19360.38,19220.1,20651,15160,5722.94,7034.3,7051.6,5455.2,11802.96,10435.9,11782.8,8348.5,1834.48,1749.9,1816.6,1356.3,N
1/2/2022,9,17959.47,18607.3,19116.6,13803.9,5897.02,7339.9,6977.3,5431.7,10238.81,9529.2,10351,7003.9,1823.64,1738.2,1788.3,1368.3,N
1/2/2022,10,15771.94,17086.6,17162.4,12362.2,5939.86,7152,7066,5580.7,8008.47,8239.8,8253.4,5395.3,1823.61,1694.8,1843,1386.2,N
1/2/2022,11,12995.79,14962.3,14537.1,10243.6,5877.59,6847.8,7154.4,5548.1,5294.05,6499.4,5598.1,3368.8,1824.15,1615.1,1784.6,1326.7,N
1/2/2022,12,10890.27,13419.5,12238.6,8579.7,5845.99,6851.2,7123.4,5481.9,3344.55,4982.3,3416.7,1889.4,1699.73,1586,1698.5,1208.4,N
1/2/2022,13,10502.39,11405.6,11601.3,8132.8,5841.17,6807,7051.4,5447.8,3129.31,3207.6,3037.2,1623.1,1531.91,1391,1512.7,1061.9,N
1/2/2022,14,9619.66,9933,10743.3,7565.1,5515.77,6772.6,6660.8,5134.7,2687.89,1963.7,2690.7,1392.4,1416,1196.7,1391.8,1038,N
1/2/2022,15,8677.51,9404.8,9917.4,6984.5,5306.24,6653.3,6560.5,4989,2221.58,1777.6,2210.5,1145.2,1149.69,973.9,1146.4,850.3,N
1/2/2022,16,7609.42,8629.5,9079.3,6279.2,5075.6,6332,6464.3,4880.5,1605.01,1422.1,1694.5,785.4,928.81,875.4,920.5,613.3,N
1/2/2022,17,6173.17,7953.5,8064.6,5674.1,4360.4,6101.6,6205.2,4695.4,1017.92,1142.2,1044.6,453.3,794.85,709.7,814.8,525.4,N
1/2/2022,18,5078.33,7152.7,6872.9,4851.8,3768.85,5613.1,5531.7,4138.1,755.83,979.9,775.8,331.8,553.65,559.7,565.4,381.9,N
1/2/2022,19,4874.78,6214.4,5575.4,3728.6,3653.23,4835.4,4296.9,3048.2,759.54,782,801.3,364.3,462.01,597,477.2,316.1,N
1/2/2022,20,4814.92,5426.7,5175.4,3351.3,3493.68,4011.4,3831.2,2649.5,942.06,975.2,963.8,468.9,379.18,440.1,380.4,232.9,N
1/2/2022,21,4929.2,4842.3,4991.7,3131.7,3183.59,3154.7,3320.1,2259.7,1365.72,1341.5,1288.3,641.5,379.89,346.1,383.3,230.5,N
1/2/2022,22,4975.37,4906.4,5110,3139.3,2823.33,2853.6,2973.3,1992.8,1884.02,1798.3,1857.1,979.1,268.02,254.5,279.6,167.4,N
1/2/2022,23,4908.76,5418,4999.2,2845.7,2378.3,2551,2405.3,1513.2,2307.82,2616.3,2371.4,1223.6,222.64,250.7,222.5,108.9,N
1/3/2022,0,20611.68,23923.7,24276.1,19930.8,2966.48,2868.3,3317.4,2631.3,15849.27,19155.8,19004,15805.4,1795.93,1899.6,1954.7,1494.1,N
1/3/2022,1,4907.42,5371.3,4872.4,2556.5,1827.36,1803.7,1864.4,1086.4,2987.97,3382.8,2913.3,1426.7,92.09,184.8,94.7,43.4,N
1/3/2022,2,5008.95,5209,5021.2,2588.9,1420.28,1675.2,1452.7,779.6,3479.91,3386.3,3471,1758.8,108.76,147.5,97.5,50.5,N
1/3/2022,3,5128.35,5290.5,5156.9,2698.9,1226.36,1532.7,1229.9,632.2,3716.64,3619.7,3740.9,1965.3,185.35,138.1,186.1,101.4,N
1/3/2022,4,5293.54,5669.3,5279.7,2815.1,1235.51,1334,1223.8,645.4,3808.84,4095.6,3824.1,2049.8,249.19,239.7,231.8,119.9,N
1/3/2022,5,5673.55,5641.7,5534.1,2938.6,1223.64,1191,1216.3,647.3,4047.85,4095.4,3924.8,2067.1,402.06,355.3,393,224.2,N
1/3/2022,6,6328.81,5847.7,6334,3427.7,1252.99,1235,1266,659.2,4656.93,4185.6,4643.8,2511.5,418.89,427.1,424.2,257,N
1/3/2022,7,6560.38,6244.3,6571.8,3588.2,1337.9,1259.8,1349.1,710.7,4730.6,4453.2,4734.7,2583.4,491.88,531.3,488,294.1,N
1/3/2022,8,7030.67,6917.1,6950.7,3908.9,1375.76,1322.9,1364.8,711.7,5154.45,5115.5,5074.5,2892.2,500.46,478.7,511.4,305,N
1/3/2022,9,7639.12,7192.6,7736.9,4599.3,1106.74,1193,1159.5,583.7,6003.02,5482.9,6041.6,3691.2,529.36,516.7,535.8,324.4,N
1/3/2022,10,5746.1,6061.9,5945.1,3340,617.39,819.7,623.5,291,4854.12,4884.9,5025.5,2885.7,274.59,357.3,296.1,163.3,N
1/3/2022,11,4224.5,5059.4,4150.6,2121.7,435.36,496.5,452.8,210.6,3673.59,4288.7,3583.1,1843.7,115.55,274.2,114.7,67.4,N
1/3/2022,12,5176.57,4157.2,5021.4,2904.2,265.59,289.4,286.8,135.8,4792.58,3772.3,4622.7,2702.8,118.4,95.5,111.9,65.6,N
1/3/2022,13,6506.87,5297.5,6446.2,4033.4,190.35,307.8,191.6,91.7,6110,4885.7,6070.7,3844.3,206.52,104,183.9,97.4,N
1/3/2022,14,7276.94,7105.5,7293.9,4571.3,235.37,276.3,236.7,113.1,6769.39,6675.8,6789.6,4323.3,272.18,153.4,267.6,134.9,N
1/3/2022,15,8052.07,7993.5,7926.9,4926.9,271.74,243.9,268.5,128.2,7536.23,7524.9,7402.8,4667.8,244.1,224.7,255.6,130.9,N
1/3/2022,16,9180.27,8520.3,9154.7,6070.9,355.91,363.4,378.3,189.7,8579.64,7874.2,8526.4,5752.2,244.72,282.7,250,129,N
1/3/2022,17,9579.92,9157.2,9804.5,6597.2,417.88,509.2,446.4,213.3,8834.7,8322.4,9038.8,6207.8,327.34,325.6,319.3,176.1,N
1/3/2022,18,9632.03,10739.5,9536.6,6202.7,761.17,775,654.6,305,8374.59,9471.3,8389.1,5614.5,496.27,493.2,492.9,283.2,N
1/3/2022,19,13326.39,13488.5,12972.5,8965.3,1725.98,1169.9,1627.4,919.1,10830.49,11493.5,10594.2,7554,769.92,825.1,750.9,492.2,N
1/3/2022,20,17745.8,15544.7,17386.3,13121.1,2272.9,1659.7,2268.6,1463.9,14254.79,12709,13952.9,10859.8,1218.11,1176,1164.8,797.4,N
1/3/2022,21,20556.94,18836.9,21453.8,17181.4,2875.8,2396.3,2844.6,2067.4,16156,15051,17042.3,13899,1525.14,1389.6,1566.9,1215,N
1/3/2022,22,20722.56,21275.5,23550.2,19230.8,2980.69,2667.9,3149.3,2364.5,16032.94,17023.9,18554.2,15378.6,1708.93,1583.7,1846.7,1487.7,N
1/3/2022,23,20664.75,23495.2,23868.3,19486.8,2935.91,2966.6,3025.2,2309.1,15937.61,18770.1,18906.3,15667.5,1791.23,1758.5,1936.8,1510.2,N
1/4/2022,0,16074.31,17146.8,17413.3,12594.4,4567.53,4968.3,5794.9,4366.3,9946.32,10618.8,10050.6,7123.9,1560.46,1559.7,1567.8,1104.2,N
1/4/2022,1,20467.56,23857.8,23916.1,19603.5,2920.11,2723.9,3100,2398.3,15756.18,19197.8,18870.6,15730.7,1791.27,1936.1,1945.5,1474.5,N
1/4/2022,2,20224.99,23467.2,23465.7,19324.4,2693.17,2727.5,2793.6,2122,15782.9,18828.9,18765.8,15718.6,1748.92,1910.8,1906.3,1483.8,N
1/4/2022,3,19674.23,22570.5,22603,18456.5,2077.67,2325.3,2129.6,1503.8,15847.16,18366.5,18590.4,15517.6,1749.4,1878.7,1883,1435.1,N
1/4/2022,4,19264.64,21850,22051,18015.2,1679.12,2069.4,1731.2,1207.5,15866.34,17968.8,18443.4,15408.7,1719.18,1811.8,1876.4,1399,N
1/4/2022,5,19351.56,21179.7,21434.9,17565.9,1668.24,1775.3,1590.8,1165.5,16004.26,17622.8,18036.3,15047.7,1679.06,1781.6,1807.8,1352.7,N
1/4/2022,6,19921.01,20961.9,22072.6,18085.7,1969.16,1853.1,2134.7,1616.1,16248.64,17373.6,18101.9,15052.3,1703.21,1735.2,1836,1417.3,N
1/4/2022,7,19800.78,20632.2,21322.5,17400,1607.47,1779.5,1678.3,1194.9,16463.06,17121.2,17779.2,14819.2,1730.25,1731.5,1865,1385.9,N
1/4/2022,8,19542.24,21130.8,21274.9,17324.6,1369.13,1875.6,1393.2,1025.8,16406.46,17444.1,17994.6,14927.1,1766.65,1811.1,1887.1,1371.7,N
1/4/2022,9,18676.26,20410.1,20774.3,16898.3,1174.49,1370.6,1234.6,938.7,15767.29,17211.6,17645.4,14553.7,1734.48,1827.9,1894.3,1405.9,N
1/4/2022,10,17126.81,18933.6,18588.1,15021.9,966.3,1055.8,925.6,701.5,14601.08,16148.4,15990,12986.8,1559.43,1729.4,1672.5,1333.6,N
1/4/2022,11,16899.91,17547,17928.7,14100.3,1231.32,991,1124.9,814.4,14026.51,14896.5,15019,11875.3,1642.08,1659.5,1784.8,1410.6,N
1/4/2022,12,17999.86,17017.1,19069.7,14808.7,2330.01,1164.1,2250.9,1493.2,13998.29,14278.2,14990,11918.2,1671.56,1574.8,1828.8,1397.3,N
1/4/2022,13,18319.1,17908.3,19446,14978.4,2804.02,1613.1,2787.7,1732.9,13817.55,14497.5,14788.2,11875.6,1697.53,1797.7,1870.1,1369.9,N
1/4/2022,14,18105.13,18910.8,19169.9,14628.9,2768.54,2599.6,2816.7,1813.4,13649.02,14479.2,14513.2,11487.6,1687.57,1832,1840,1327.9,N
1/4/2022,15,17631.68,18398.1,18784.1,14175.2,2534.26,2701.8,2527.3,1560.4,13360.79,13821.4,14347.5,11251,1736.63,1874.9,1909.3,1363.8,N
1/4/2022,16,17041.72,17316.7,18187.6,13517.4,2555.31,2646.7,2631.4,1648.6,12702.34,12879.5,13661.8,10528.1,1784.07,1790.5,1894.4,1340.7,N
1/4/2022,17,15519.22,16034.2,16110.9,11469.2,2596.85,2481.7,2630,1588.2,11275.44,11789.3,11820.3,8731.4,1646.93,1763.2,1660.6,1149.6,N
1/4/2022,18,13982.94,15874.7,14207.5,9597.8,2656.41,2767.2,2774.6,1725.5,9824.3,11394.6,9932.3,6837.3,1502.23,1712.9,1500.6,1035,N
1/4/2022,19,14754.36,15490,14375.3,9722.4,2664.36,2942.1,2650.6,1605.5,10361.32,10894,10037.2,6897.2,1728.68,1653.9,1687.5,1219.7,N
1/4/2022,20,17125.92,14899.5,16929.8,12124.8,3325.28,3359.9,3334.2,2158.4,11967.73,9935.1,11750.2,8677.2,1832.91,1604.5,1845.4,1289.2,N
1/4/2022,21,17881.09,15466.9,18160.6,13334.2,3866.28,3691.4,4138.7,2939.5,12257.44,10071.9,12253,9125.9,1757.37,1703.6,1768.9,1268.8,N
1/4/2022,22,17800.89,16512.4,18217.5,13523.9,4089.28,4177.1,4510.2,3393.5,11982.98,10613.2,11990.8,8897.8,1728.63,1722.1,1716.5,1232.6,N
1/4/2022,23,17454.19,17477.2,18386.3,13705.8,4454.59,4899,5071.2,3936,11295.99,10981.7,11591.4,8534.4,1703.61,1596.5,1723.7,1235.4,N
1/5/2022,0,14250.19,11820.9,14188.5,9979,2914.68,2237.2,2996.4,1861.2,10901.45,9147.7,10726.5,7843.8,434.06,436,465.6,274,N
1/5/2022,1,15192.15,16900.6,16546,11925.8,4306.18,5021,5583.7,4128.9,9429.32,10402.1,9512.1,6781.1,1456.65,1477.5,1450.2,1015.8,N
1/5/2022,2,14764.9,16127.9,16030.5,11516.3,3964.4,5073.6,5106.9,3709.1,9441.03,9735.3,9551.9,6848,1359.47,1319,1371.7,959.2,N
1/5/2022,3,14633.72,15580.1,15358.1,11107.4,3724.67,4476.1,4584.1,3208.4,9695.18,9868.1,9546.5,7040,1213.87,1235.9,1227.5,859,N
1/5/2022,4,16357.28,15549.8,16547.4,12156.7,3476.67,4029.4,3797.8,2457.9,11795.57,10311.9,11633.1,8861.7,1085.04,1208.5,1116.5,837.1,N
1/5/2022,5,17354.82,15393.4,17376.9,12848.6,3137.93,3371.8,3296.2,2102.9,13200.62,10733.1,13067.7,9962.4,1016.27,1288.5,1013,783.3,N
1/5/2022,6,17842.17,16379,17877.8,13418.6,2813.01,2636,2889.6,1877,14016.47,12481.9,13981.7,10791.3,1012.69,1261.1,1006.5,750.3,N
1/5/2022,7,18196.96,16883,17980.5,13433.8,2774.06,2523.2,2735.4,1831.9,14393.7,13153.4,14217.4,10841.4,1029.2,1206.4,1027.7,760.5,N
1/5/2022,8,18338.18,16777.4,18401.5,13672.3,2532.96,2247.6,2657.7,1751.6,14745.7,13361,14668.1,11121.1,1059.52,1168.8,1075.7,799.6,N
1/5/2022,9,16560.1,15665.5,16863,12418.1,1877.81,2152.9,1953.8,1214,13600.68,12433.1,13843.2,10411.2,1081.61,1079.5,1066,792.9,N
1/5/2022,10,13490.07,13816.9,13373,9653.9,1222.3,1880.9,1245.9,859.2,11246.31,10983.5,11116,8067.2,1021.46,952.5,1011.1,727.5,N
1/5/2022,11,10975.64,10821.8,11367,7974.3,1116.45,1236.9,1094.1,785.2,8880.12,8685.3,9267.4,6427.9,979.07,899.6,1005.5,761.2,N
1/5/2022,12,7610.04,7852.4,7668,4732.6,1375.48,962.8,1321.4,835.1,5298.54,6044.1,5470.2,3279.2,936.02,845.5,876.4,618.3,N
1/5/2022,13,4896.02,6378.2,5101.8,2732.5,1460.11,1015.3,1454.8,816.3,2671.01,4674.8,2846.3,1358.3,764.9,688.1,800.7,557.9,N
1/5/2022,14,3361.32,4301.1,3407,1842.1,1140.35,1101.2,1184.1,653.1,1854.71,2786.4,1823.7,953.1,366.26,413.5,399.2,235.9,N
1/5/2022,15,3095.46,3315.9,3146.9,2014.8,1030.23,1077.8,998.6,547.4,1916.45,1904.5,1999.6,1373.3,148.78,333.6,148.7,94.1,N
1/5/2022,16,3279.48,3059.9,3207.7,2172.7,1103.1,830.2,1048.9,567.7,2092.46,2110.9,2073.8,1542.9,83.92,118.8,85,62.1,N
1/5/2022,17,4166.4,3452.1,4109.8,2854.8,1659.99,864.3,1599.4,989.4,2458.55,2553,2458.6,1823.1,47.86,34.8,51.8,42.3,N
1/5/2022,18,4545.59,3968.6,4594.6,3103.6,1753.1,1148.4,1805.7,1103.8,2756.95,2783.2,2753.5,1971.4,35.54,37,35.4,28.4,N
1/5/2022,19,5628.06,5292.1,5501.5,3835.5,1804.56,1953,1796.2,1102.9,3754.18,3296.7,3641.6,2694,69.32,42.4,63.7,38.6,N
1/5/2022,20,6515.63,6149.5,6563.3,4615.8,2190.6,2115.1,2183,1324.4,4157.15,3940.3,4203.1,3186.9,167.88,94.1,177.2,104.5,N
1/5/2022,21,7925.51,7368.8,7818.6,5539.9,2500.79,2149.9,2547.3,1632.5,5219.1,5060.6,5070.5,3784.1,205.62,158.3,200.8,123.3,N
1/5/2022,22,9572.88,8636.6,9330.9,6532.6,2432.17,2433.8,2406,1521.3,6884.98,5976,6662.6,4855.4,255.73,226.8,262.3,155.9,N
1/5/2022,23,11868.14,10097.9,11382.9,7777.4,2674.08,2399.7,2596.8,1646.9,8830.02,7390.6,8432.5,5940,364.04,307.6,353.6,190.5,N
1/6/2022,0,9565.15,10642.7,10810.1,7202.2,4416.39,5203.1,5669.7,4283,4229.75,4670.3,4222.5,2326.9,919.01,769.3,917.9,592.3,N
1/6/2022,1,14809.69,13841.7,14623.5,10399.2,2721.63,2472.6,2725.9,1647.6,11692.59,10802.9,11509.6,8525.1,395.47,566.2,388,226.5,N
1/6/2022,2,15347.6,15544.6,14962.4,10764.4,2844.2,2542.3,2748.3,1671.4,12057.98,12424.5,11780,8838.2,445.42,577.8,434.1,254.8,N
1/6/2022,3,15830.02,15498.8,16079.3,12051.9,2754.55,2094.1,2870.7,1801.4,12654.33,12846.5,12780.9,10034.1,421.14,558.2,427.7,216.4,N
1/6/2022,4,14930.48,15234.6,14956.5,11400.2,1821.47,1700.4,1935.4,1123.1,12615.42,12918,12550.6,10039.1,493.59,616.2,470.5,238,N
1/6/2022,5,16565.45,16434.3,16225.9,12453.6,1404.38,1780.2,1338.2,714.3,14382.04,13938.3,14113.3,11270.8,779.03,715.8,774.4,468.5,N
1/6/2022,6,18241.71,16789.1,18125.4,14311.4,1407.56,1479.9,1443.7,970.3,15846.9,14345.2,15755.3,12696,987.25,964,926.4,645.1,N
1/6/2022,7,19542.15,18542.5,19261.9,15116.4,1286.04,1390.5,1303.9,891.6,16653.16,15794.5,16402,13164.7,1602.95,1357.5,1556,1060.1,N
1/6/2022,8,20291.09,19380.6,20830.1,16587.6,1196.73,1187.9,1218.4,853.9,17324.84,16607.6,17685.4,14338.3,1769.52,1585.1,1926.3,1395.4,N
1/6/2022,9,19576.56,19429.7,20993.5,16879.5,1104.21,988.8,1188.7,842.3,16634.23,16492.2,17784.8,14490.6,1838.12,1948.7,2020,1546.6,N
1/6/2022,10,18198.87,18945.6,19819.3,15794.7,900.63,994.9,942.1,723.2,15502.68,15976.5,16890.4,13560,1795.56,1974.2,1986.8,1511.5,N
1/6/2022,11,17098.1,16980,18214.9,14216.7,1015.95,1006.1,1056.9,813.9,14325.92,14144.2,15234.7,11925.4,1756.23,1829.7,1923.3,1477.4,N
1/6/2022,12,15472.34,14487.9,16393,12431.3,970.26,836.1,1008.3,796.8,12895.6,11968.6,13641.5,10287.5,1606.48,1683.2,1743.2,1347,N
1/6/2022,13,13942.99,12187.1,14153.9,10279.2,867.07,866.9,892.3,729.4,11445.5,9820.2,11548.2,8309.5,1630.42,1500,1713.4,1240.3,N
1/6/2022,14,10880.2,10281.3,11128.8,7516.9,767.95,857.5,836.2,652.3,8536.07,8162.5,8686.5,5734.8,1576.18,1261.3,1606.1,1129.8,N
1/6/2022,15,8106.48,8604.5,8091.8,5178.5,679.8,1021,590.5,362.7,6170.03,6420.4,6269.1,3948.2,1256.65,1163.1,1232.2,867.6,N
1/6/2022,16,6853.1,7179.8,6961.8,4379.3,1140.12,1446.8,1103.2,772.1,4571.3,4689,4717.6,2797,1141.68,1044,1141,810.2,N
1/6/2022,17,6038.78,6517.9,6137.3,3697.3,1579.33,1926.8,1640.1,1135.4,3362.09,3769.1,3429.5,1845.5,1097.36,822,1067.7,716.4,N
1/6/2022,18,6074.85,7064,6082.9,3694.4,2178.73,2844.1,2138.4,1553.8,2770.33,3406.5,2825.5,1444.4,1125.79,813.4,1119,696.2,N
1/6/2022,19,7334.14,7583.9,7268.2,4709.9,3085.52,3367.1,3117.8,2325.1,3208.62,3237.3,3118.2,1687.2,1040,979.5,1032.2,697.6,N
1/6/2022,20,8786.64,8460.4,8698.2,5570.4,3860.34,3838.9,3772.2,2789.2,3875.22,3548.5,3865.7,2065.4,1051.08,1073,1060.3,715.8,N
1/6/2022,21,9564.54,9665.6,10015.8,6553,4441.85,4507,4955.8,3774.8,4105.59,4223.4,4072.7,2123.2,1017.1,935.2,987.3,655,N
1/6/2022,22,10052.39,9769.5,10675.2,7012.8,4872.27,4924.3,5454.7,4147.1,4044.64,4024.7,4134.6,2126.2,1135.48,820.5,1085.9,739.5,N
1/6/2022,23,9776.92,10401.8,11037.6,7347.2,4768.51,5362,5995.8,4539.9,3925.64,4337.5,3939.3,2045.3,1082.77,702.3,1102.5,762,N
1/7/2022,0,19541.89,21358.9,20862.5,17058.4,1153.93,1183.7,1174.3,906.8,17084.35,18635.1,18115.3,14917.4,1303.61,1540.1,1572.9,1234.2,N
1/7/2022,1,9242.32,10827.5,10378.2,6983.3,4056.3,5320.5,5164.7,3834.3,4411.06,4701.2,4446.1,2692.8,774.96,805.8,767.4,456.2,N
1/7/2022,2,9096.43,10362,9836.7,6697.4,3771.43,4774.1,4588.4,3328.3,4581.89,4964.8,4511.1,2928.8,743.11,623.1,737.2,440.3,N
1/7/2022,3,8978.48,10054.6,9322.2,6299.2,3466.53,4281.9,3805.6,2616.9,4971.4,5276.2,4961.9,3356.9,540.55,496.5,554.7,325.4,N
1/7/2022,4,8611.17,8939,8775.3,6088,3224.75,3731.9,3394.9,2367.3,4944.83,4742.8,4950.5,3480.3,441.59,464.3,429.9,240.4,N
1/7/2022,5,8664.62,8592.1,8563.5,5759.6,2959.94,3220.7,2963.8,1924,5397.27,5057.2,5262.1,3658.6,307.41,314.2,337.6,177,N
1/7/2022,6,8951.54,8322.4,8889.1,5771.9,2982.94,3057.2,3029.4,1957.5,5764.66,4991.6,5661.2,3707.6,203.94,273.6,198.5,106.8,N
1/7/2022,7,8880.81,8278.5,9285.6,6058.2,2801.18,2693.8,3119,2057,5830.86,5365.3,5914.3,3868,248.77,219.4,252.3,133.2,N
1/7/2022,8,8883.28,8671.8,8966.8,5713.5,2494.62,2609.9,2656.6,1622.5,6156.04,5919.1,6074.5,3974.8,232.62,142.8,235.7,116.2,N
1/7/2022,9,7962.88,8552.7,8238.5,5226.6,2165.53,2287.2,2090.7,1229.9,5628.97,6062.7,5959.7,3904.4,168.38,202.8,188.1,92.3,N
1/7/2022,10,6323.71,7648,6431,4095.6,1987.64,1823.5,2086.5,1263.4,4267.34,5667,4268.9,2795.4,68.73,157.5,75.6,36.8,N
1/7/2022,11,6220.3,6694.7,6148.4,3968.1,1357.37,1448.4,1397.6,753.1,4793.08,5129.6,4680.5,3178.8,69.85,116.7,70.3,36.2,N
1/7/2022,12,7031.32,6616.4,6963.4,4548.2,1325.71,1642.2,1337.7,735.5,5599.53,4858.7,5524.9,3755.3,106.08,115.5,100.8,57.4,N
1/7/2022,13,8528.78,7939.4,8354.7,5231.5,1490.07,1380.9,1474.4,799.1,6824.8,6395,6689,4327,213.91,163.5,191.3,105.4,N
1/7/2022,14,10128.99,9475.6,10017.2,6429.1,1451.98,1504.4,1471.9,865.6,8334.5,7729,8203.2,5357.7,342.51,242.2,342.1,205.8,N
